uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs
parser/test3/dataset_dict.py:DatasetDict:filter,DatasetDict:filter,method,9,36,33,476,13.22,2,1,"['self', 'function', 'with_indices', 'input_columns', 'List[str]]] ', 'batch_size', 'remove_columns', 'keep_in_memory', 'load_from_cache_file', 'cache_file_names', 'Optional[str]]] ', 'writer_batch_size', 'fn_kwargs', 'num_proc', '']","[None, None, None, ' Optional[Union[str', None, ' Optional[int] ', ' Optional[List[str]] ', ' bool ', ' bool ', ' Optional[Dict[str', None, ' Optional[int] ', ' Optional[dict] ', ' Optional[int] ', None]","[None, None, 'False', None, ' None', ' 1000', ' None', ' False', ' True', None, ' None', ' 1000', ' None', ' None', None]",493,"['        """"""Apply a filter function to all the elements in the table in batches\n', '        and update the table so that the dataset only includes examples according to the filter function.\n', '        The transformation is applied to all the datasets of the dataset dictionary.\n', '\n', '        Args:\n', '            function (`callable`): with one of the following signature:\n', '                - `function(example: Dict) -> bool` if `with_indices=False`\n', '                - `function(example: Dict, indices: int) -> bool` if `with_indices=True`\n', '            with_indices (`bool`, defaults to `False`): Provide example indices to `function`. Note that in this case the signature of `function` should be `def function(example, idx): ...`.\n', '            input_columns (`Optional[Union[str, List[str]]]`, defaults to `None`): The columns to be passed into `function` as\n', '                positional arguments. If `None`, a dict mapping to all formatted columns is passed as one argument.\n', '            batch_size (`Optional[int]`, defaults to `1000`): Number of examples per batch provided to `function` if `batched=True`\n', '                `batch_size <= 0` or `batch_size == None`: Provide the full dataset as a single batch to `function`\n', '            remove_columns (`Optional[List[str]]`, defaults to `None`): Remove a selection of columns while doing the mapping.\n', '                Columns will be removed before updating the examples with the output of `function`, i.e. if `function` is adding\n', '                columns with names in `remove_columns`, these columns will be kept.\n', '            keep_in_memory (`bool`, defaults to `False`): Keep the dataset in memory instead of writing it to a cache file.\n', '            load_from_cache_file (`bool`, defaults to `True`): If a cache file storing the current computation from `function`\n', '                can be identified, use it instead of recomputing.\n', '            cache_file_names (`Optional[Dict[str, str]]`, defaults to `None`): Provide the name of a path for the cache file. It is used to store the\n', '                results of the computation instead of the automatically generated cache file name.\n', '                You have to provide one :obj:`cache_file_name` per dataset in the dataset dictionary.\n', '            writer_batch_size (:obj:`int`, default `1000`): Number of rows per write operation for the cache file writer.\n', '                This value is a good trade-off between memory usage during the processing, and processing speed.\n', '                Higher value makes the processing do fewer lookups, lower value consume less temporary memory while running `.map()`.\n', '            fn_kwargs (`Optional[Dict]`, defaults to `None`): Keyword arguments to be passed to `function`\n', ""            num_proc (`Optional[int]`, defaults to `None`): Number of processes for multiprocessing. By default it doesn't\n"", '                use multiprocessing.\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:sort,DatasetDict:sort,method,9,32,29,380,11.88,2,1,"['self', 'column', 'reverse', 'kind', 'keep_in_memory', 'load_from_cache_file', 'indices_cache_file_names', 'Optional[str]]] ', 'writer_batch_size', '']","[None, ' str', ' bool ', ' str ', ' bool ', ' bool ', ' Optional[Dict[str', None, ' Optional[int] ', None]","[None, None, ' False', ' None', ' False', ' True', None, ' None', ' 1000', None]",558,"['        """"""Create a new dataset sorted according to a column.\n', '        The transformation is applied to all the datasets of the dataset dictionary.\n', '\n', '        Currently sorting according to a column name uses numpy sorting algorithm under the hood.\n', '        The column should thus be a numpy compatible type (in particular not a nested type).\n', '        This also means that the column used for sorting is fully loaded in memory (which should be fine in most cases).\n', '\n', '        Args:\n', '            column (`str`): column name to sort by.\n', '            reverse: (`bool`, defaults to `False`): If True, sort by descending order rather then ascending.\n', '            kind (Optional `str`): Numpy algorithm for sorting selected in {‘quicksort’, ‘mergesort’, ‘heapsort’, ‘stable’},\n', '                The default is ‘quicksort’. Note that both ‘stable’ and ‘mergesort’ use timsort under the covers and, in general,\n', '                the actual implementation will vary with data type. The ‘mergesort’ option is retained for backwards compatibility.\n', '            keep_in_memory (`bool`, defaults to `False`): Keep the dataset in memory instead of writing it to a cache file.\n', '            load_from_cache_file (`bool`, defaults to `True`): If a cache file storing the current computation from `function`\n', '                can be identified, use it instead of recomputing.\n', '            indices_cache_file_names (`Optional[Dict[str, str]]`, defaults to `None`): Provide the name of a path for the cache file. It is used to store the\n', '                indices mapping instead of the automatically generated cache file name.\n', '                You have to provide one :obj:`cache_file_name` per dataset in the dataset dictionary.\n', '            writer_batch_size (:obj:`int`, default `1000`): Number of rows per write operation for the cache file writer.\n', '                This value is a good trade-off between memory usage during the processing, and processing speed.\n', '                Higher value makes the processing do fewer lookups, lower value consume less temporary memory while running `.map()`.\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:shuffle,DatasetDict:shuffle,method,15,92,45,651,7.08,5,5,"['self', 'seeds', 'Dict[str', 'Optional[int]]]] ', 'seed', 'generators', 'np.random.Generator]] ', 'keep_in_memory', 'load_from_cache_file', 'indices_cache_file_names', 'Optional[str]]] ', 'writer_batch_size', '']","[None, ' Optional[Union[int', None, None, ' Optional[int] ', ' Optional[Dict[str', None, ' bool ', ' bool ', ' Optional[Dict[str', None, ' Optional[int] ', None]","[None, None, None, ' None', ' None', None, ' None', ' False', ' True', None, ' None', ' 1000', None]",609,"['        """"""Create a new Dataset where the rows are shuffled.\n', '\n', '        The transformation is applied to all the datasets of the dataset dictionary.\n', '\n', '        Currently shuffling uses numpy random generators.\n', ""        You can either supply a NumPy BitGenerator to use, or a seed to initiate NumPy's default random generator (PCG64).\n"", '\n', '        Args:\n', '            seeds (`Dict[str, int]` or `int`, optional): A seed to initialize the default BitGenerator if ``generator=None``.\n', '                If None, then fresh, unpredictable entropy will be pulled from the OS.\n', '                If an int or array_like[ints] is passed, then it will be passed to SeedSequence to derive the initial BitGenerator state.\n', '                You can provide one :obj:`seed` per dataset in the dataset dictionary.\n', '            seed (Optional `int`): A seed to initialize the default BitGenerator if ``generator=None``. Alias for seeds (the seed argument has priority over seeds if both arguments are provided).\n', '            generators (Optional `Dict[str, np.random.Generator]`): Numpy random Generator to use to compute the permutation of the dataset rows.\n', '                If ``generator=None`` (default), uses np.random.default_rng (the default BitGenerator (PCG64) of NumPy).\n', '                You have to provide one :obj:`generator` per dataset in the dataset dictionary.\n', '            keep_in_memory (`bool`, defaults to `False`): Keep the dataset in memory instead of writing it to a cache file.\n', '            load_from_cache_file (`bool`, defaults to `True`): If a cache file storing the current computation from `function`\n', '                can be identified, use it instead of recomputing.\n', '            indices_cache_file_names (`Dict[str, str]`, optional): Provide the name of a path for the cache file. It is used to store the\n', '                indices mappings instead of the automatically generated cache file name.\n', '                You have to provide one :obj:`cache_file_name` per dataset in the dataset dictionary.\n', '            writer_batch_size (:obj:`int`, default `1000`): Number of rows per write operation for the cache file writer.\n', '                This value is a good trade-off between memory usage during the processing, and processing speed.\n', '                Higher value makes the processing do fewer lookups, lower value consume less temporary memory while running `.map()`.\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:save_to_disk,DatasetDict:save_to_disk,method,13,27,26,452,16.74,1,1,"['self', 'dataset_dict_path', 'fs']","[None, ' str', None]","[None, None, 'None']",671,"['        """"""\n', '        Saves a dataset dict to a filesystem using either :class:`~filesystems.S3FileSystem` or\n', '        ``fsspec.spec.AbstractFileSystem``.\n', '\n', '        Args:\n', '            dataset_dict_path (``str``): Path (e.g. `dataset/train`) or remote URI\n', '                (e.g. `s3://my-bucket/dataset/train`) of the dataset dict directory where the dataset dict will be\n', '                saved to.\n', '            fs (:class:`~filesystems.S3FileSystem`, ``fsspec.spec.AbstractFileSystem``, optional, defaults ``None``):\n', '                Instance of the remote filesystem used to download the files from.\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:load_from_disk,DatasetDict:load_from_disk,method,19,69,59,995,14.42,1,3,"['dataset_dict_path', 'fs', 'keep_in_memory']","[' str', None, ' Optional[bool] ']","[None, 'None', ' None']",698,"['        """"""\n', '        Load a dataset that was previously saved using :meth:`save_to_disk` from a filesystem using either\n', '        :class:`~filesystems.S3FileSystem` or ``fsspec.spec.AbstractFileSystem``.\n', '\n', '        Args:\n', '            dataset_dict_path (:obj:`str`): Path (e.g. ``""dataset/train""``) or remote URI (e.g.\n', '                ``""s3//my-bucket/dataset/train""``) of the dataset dict directory where the dataset dict will be loaded\n', '                from.\n', '            fs (:class:`~filesystems.S3FileSystem` or ``fsspec.spec.AbstractFileSystem``, optional, default ``None``):\n', '                Instance of the remote filesystem used to download the files from.\n', '            keep_in_memory (:obj:`bool`, default ``None``): Whether to copy the dataset in-memory. If `None`, the\n', '                dataset will not be copied in-memory unless explicitly enabled by setting\n', '                `datasets.config.IN_MEMORY_MAX_SIZE` to nonzero. See more details in the\n', '                :ref:`load_dataset_enhancing_performance` section.\n', '\n', '        Returns:\n', '            :class:`DatasetDict`\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:from_csv,DatasetDict:from_csv,method,4,12,12,157,13.08,0,0,"['path_or_paths', 'PathLike]', 'features', 'cache_dir', 'keep_in_memory', '**kwargs', '']","[' Dict[str', None, ' Optional[Features] ', ' str ', ' bool ', None, None]","[None, None, ' None', ' None', ' False', None, None]",739,"['        """"""Create DatasetDict from CSV file(s).\n', '\n', '        Args:\n', '            path_or_paths (dict of path-like): Path(s) of the CSV file(s).\n', '            features (:class:`Features`, optional): Dataset features.\n', '            cache_dir (str, optional, default=""~/.cache/huggingface/datasets""): Directory to cache data.\n', '            keep_in_memory (bool, default=False): Whether to copy the data in-memory.\n', '            **kwargs: Keyword arguments to be passed to :meth:`pandas.read_csv`.\n', '\n', '        Returns:\n', '            :class:`DatasetDict`\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:from_json,DatasetDict:from_json,method,4,12,12,160,13.33,0,0,"['path_or_paths', 'PathLike]', 'features', 'cache_dir', 'keep_in_memory', '**kwargs', '']","[' Dict[str', None, ' Optional[Features] ', ' str ', ' bool ', None, None]","[None, None, ' None', ' None', ' False', None, None]",766,"['        """"""Create DatasetDict from JSON Lines file(s).\n', '\n', '        Args:\n', '            path_or_paths (path-like or list of path-like): Path(s) of the JSON Lines file(s).\n', '            features (:class:`Features`, optional): Dataset features.\n', '            cache_dir (str, optional, default=""~/.cache/huggingface/datasets""): Directory to cache data.\n', '            keep_in_memory (bool, default=False): Whether to copy the data in-memory.\n', '            **kwargs: Keyword arguments to be passed to :class:`JsonConfig`.\n', '\n', '        Returns:\n', '            :class:`DatasetDict`\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:from_parquet,DatasetDict:from_parquet,method,4,13,13,191,14.69,0,0,"['path_or_paths', 'PathLike]', 'features', 'cache_dir', 'keep_in_memory', 'columns', '**kwargs', '']","[' Dict[str', None, ' Optional[Features] ', ' str ', ' bool ', ' Optional[List[str]] ', None, None]","[None, None, ' None', ' None', ' False', ' None', None, None]",793,"['        """"""Create DatasetDict from Parquet file(s).\n', '\n', '        Args:\n', '            path_or_paths (dict of path-like): Path(s) of the CSV file(s).\n', '            features (:class:`Features`, optional): Dataset features.\n', '            cache_dir (str, optional, default=""~/.cache/huggingface/datasets""): Directory to cache data.\n', '            keep_in_memory (bool, default=False): Whether to copy the data in-memory.\n', '            columns (:obj:`List[str]`, optional): If not None, only these columns will be read from the file.\n', ""                A column name may be a prefix of a nested field, e.g. 'a' will select\n"", ""                'a.b', 'a.c', and 'a.d.e'.\n"", '            **kwargs: Keyword arguments to be passed to :class:`ParquetConfig`.\n', '\n', '        Returns:\n', '            :class:`DatasetDict`\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:from_text,DatasetDict:from_text,method,4,12,12,160,13.33,0,0,"['path_or_paths', 'PathLike]', 'features', 'cache_dir', 'keep_in_memory', '**kwargs', '']","[' Dict[str', None, ' Optional[Features] ', ' str ', ' bool ', None, None]","[None, None, ' None', ' None', ' False', None, None]",829,"['        """"""Create DatasetDict from text file(s).\n', '\n', '        Args:\n', '            path_or_paths (dict of path-like): Path(s) of the text file(s).\n', '            features (:class:`Features`, optional): Dataset features.\n', '            cache_dir (str, optional, default=""~/.cache/huggingface/datasets""): Directory to cache data.\n', '            keep_in_memory (bool, default=False): Whether to copy the data in-memory.\n', '            **kwargs: Keyword arguments to be passed to :class:`TextConfig`.\n', '\n', '        Returns:\n', '            :class:`DatasetDict`\n', '        """"""\n']"
parser/test3/dataset_dict.py:DatasetDict:prepare_for_task,DatasetDict:prepare_for_task,method,3,9,9,110,12.22,0,0,"['self', 'task', 'TaskTemplate]']","[None, ' Union[str', None]","[None, None, None]",856,[]
parser/test3/dataset_dict.py:DatasetDict:align_labels_with_mapping,DatasetDict:align_labels_with_mapping,method,6,14,14,158,11.29,1,0,"['self', 'label2id', 'label_column']","[None, ' Dict', ' str']","[None, None, None]",861,[]
parser/test3/features.py:_arrow_to_datasets_dtype,_arrow_to_datasets_dtype,function,22,117,69,1406,12.02,0,2,['arrow_type'],[' pa.DataType'],[None],43,"['    """"""\n', '    _arrow_to_datasets_dtype takes a pyarrow.DataType and converts it to a datasets string dtype.\n', '    In effect, `dt == string_to_arrow(_arrow_to_datasets_dtype(dt))`\n', '    """"""\n']"
parser/test3/features.py:string_to_arrow,string_to_arrow,function,17,97,73,1219,12.57,0,3,['datasets_dtype'],[' str'],[None],95,"['    """"""\n', '    string_to_arrow takes a datasets string dtype and converts it to a pyarrow.DataType.\n', '\n', '    In effect, `dt == string_to_arrow(_arrow_to_datasets_dtype(dt))`\n', '\n', '    This is necessary because the datasets.Value() primitive type is constructed using a string dtype\n', '\n', '    Value(dtype=str)\n', '\n', '    But Features.type (via `get_nested_type()` expects to resolve Features into a pyarrow Schema,\n', '        which means that each Value() must be able to resolve into a corresponding pyarrow.DataType, which is the\n', '        purpose of this function.\n', '    """"""\n']"
parser/test3/features.py:_cast_to_python_objects,_cast_to_python_objects,function,34,164,78,1357,8.27,2,10,['obj'],[' Any'],[None],145,"['    """"""\n', '    Cast numpy/pytorch/tensorflow/pandas objects to python lists.\n', '    It works recursively.\n', '\n', '    To avoid iterating over possibly long lists, it first checks if the first element that is not None has to be casted.\n', ""    If the first element needs to be casted, then all the elements of the list will be casted, otherwise they'll stay the same.\n"", '    This trick allows to cast objects that contain tokenizers outputs without iterating over every single token for example.\n', '\n', '    Args:\n', '        obj: the object (nested struct) to cast\n', '\n', '    Returns:\n', '        casted_obj: the casted object\n', '        has_changed (bool): True if the object has been changed, False if it is identical\n', '    """"""\n']"
parser/test3/features.py:cast_to_python_objects,cast_to_python_objects,function,2,2,2,37,18.5,0,0,['obj'],[' Any'],[None],210,"['    """"""\n', '    Cast numpy/pytorch/tensorflow/pandas objects to python lists.\n', '    It works recursively.\n', '\n', '    To avoid iterating over possibly long lists, it first checks if the first element that is not None has to be casted.\n', ""    If the first element needs to be casted, then all the elements of the list will be casted, otherwise they'll stay the same.\n"", '    This trick allows to cast objects that contain tokenizers outputs without iterating over every single token for example.\n', '\n', '    Args:\n', '        obj: the object (nested struct) to cast\n', '\n', '    Returns:\n', '        casted_obj: the casted object\n', '    """"""\n']"
parser/test3/features.py:_is_zero_copy_only,_is_zero_copy_only,function,2,5,5,52,10.4,0,0,['pa_type'],[' pa.DataType'],[None],381,"['    """"""\n', '    When converting a pyarrow array to a numpy array, we must know whether this could be done in zero-copy or not.\n', '    This function returns the value of the ``zero_copy_only`` parameter to pass to ``.to_numpy()``, given the type of the pyarrow array.\n', '\n', '    # zero copy is available for all primitive types except booleans\n', '    # primitive types are types for which the physical representation in arrow and in numpy\n', '    # https://github.com/wesm/arrow/blob/c07b9b48cf3e0bbbab493992a492ae47e5b04cad/python/pyarrow/types.pxi#L821\n', '    # see https://arrow.apache.org/docs/python/generated/pyarrow.Array.html#pyarrow.Array.to_numpy\n', '    # and https://issues.apache.org/jira/browse/ARROW-2871?jql=text%20~%20%22boolean%20to_numpy%22\n', '    """"""\n']"
parser/test3/features.py:pandas_types_mapper,pandas_types_mapper,function,3,5,5,92,18.4,0,1,['dtype'],[None],[None],544,[]
parser/test3/features.py:get_nested_type,get_nested_type,function,18,95,67,749,7.88,0,2,['schema'],[' FeatureType'],[None],826,"['    """"""\n', '    get_nested_type() converts a datasets.FeatureType into a pyarrow.DataType, and acts as the inverse of\n', '        generate_from_arrow_type().\n', '\n', '    It performs double-duty as the implementation of Features.type and handles the conversion of\n', '        datasets.Feature->pa.struct\n', '    """"""\n']"
parser/test3/features.py:encode_nested_example,encode_nested_example,function,14,111,62,958,8.63,2,4,"['schema', 'obj']","[None, None]","[None, None]",858,"['    """"""Encode a nested example.\n', '    This is used since some features (in particular ClassLabel) have some logic during encoding.\n', '    """"""\n']"
parser/test3/features.py:generate_from_dict,generate_from_dict,function,9,51,34,435,8.53,0,3,['obj'],[' Any'],[None],897,"['    """"""Regenerate the nested feature object from a deserialized dict.\n', ""    We use the '_type' fields to get the dataclass name to load.\n"", '\n', '    generate_from_dict is the recursive helper for Features.from_dict, and allows for a convenient constructor syntax\n', '    to define features from deserialized JSON dictionaries. This function is used in particular when deserializing\n', '    a :class:`DatasetInfo` that was dumped to a JSON object. This acts as an analogue to\n', ""    :meth:`Features.from_arrow_schema` and handles the recursive field-by-field instantiation, but doesn't require any\n"", '    mapping to/from pyarrow, except for the fact that it takes advantage of the mapping of pyarrow primitive dtypes\n', '    that :class:`Value` automatically performs.\n', '    """"""\n']"
parser/test3/features.py:generate_from_arrow_type,generate_from_arrow_type,function,15,79,60,915,11.58,0,2,['pa_type'],[' pa.DataType'],[None],923,"['    """"""\n', '    generate_from_arrow_type accepts an arrow DataType and returns a datasets FeatureType to be used as the type for\n', '        a single field.\n', '\n', '    This is the high-level arrow->datasets type conversion and is inverted by get_nested_type().\n', '\n', '    This operates at the individual *field* level, whereas Features.from_arrow_schema() operates at the\n', '        full schema level and holds the methods that represent the bijection from Features<->pyarrow.Schema\n', '    """"""\n']"
parser/test3/features.py:Value,Value,class,20,57,40,556,9.75,0,3,[],[],[],229,[]
parser/test3/features.py:_ArrayXD,_ArrayXD,class,11,22,18,263,11.95,0,1,[],[],[],281,[]
parser/test3/features.py:Array2D,Array2D,class,8,12,12,100,8.33,0,0,[],[],[],296,[]
parser/test3/features.py:Array3D,Array3D,class,8,12,12,100,8.33,0,0,[],[],[],305,[]
parser/test3/features.py:Array4D,Array4D,class,8,12,12,100,8.33,0,0,[],[],[],314,[]
parser/test3/features.py:Array5D,Array5D,class,8,12,12,100,8.33,0,0,[],[],[],323,[]
parser/test3/features.py:_ArrayXDExtensionType,_ArrayXDExtensionType,class,22,81,65,737,9.1,1,0,[],[],[],331,[]
parser/test3/features.py:Array2DExtensionType,Array2DExtensionType,class,1,2,2,7,3.5,0,0,[],[],[],365,[]
parser/test3/features.py:Array3DExtensionType,Array3DExtensionType,class,1,2,2,7,3.5,0,0,[],[],[],369,[]
parser/test3/features.py:Array4DExtensionType,Array4DExtensionType,class,1,2,2,7,3.5,0,0,[],[],[],373,[]
parser/test3/features.py:Array5DExtensionType,Array5DExtensionType,class,1,2,2,7,3.5,0,0,[],[],[],377,[]
parser/test3/features.py:ArrayExtensionArray,ArrayExtensionArray,class,20,41,31,593,14.46,1,0,[],[],[],395,[]
parser/test3/features.py:PandasArrayExtensionDtype,PandasArrayExtensionDtype,class,18,61,41,725,11.89,0,1,[],[],[],418,[]
parser/test3/features.py:PandasArrayExtensionArray,PandasArrayExtensionArray,class,49,263,166,2462,9.36,1,8,[],[],[],453,[]
parser/test3/features.py:ClassLabel,ClassLabel,class,62,381,195,2924,7.67,3,17,[],[],[],550,[]
parser/test3/features.py:Translation,Translation,class,14,25,24,242,9.68,0,0,[],[],[],683,[]
parser/test3/features.py:TranslationVariableLanguages,TranslationVariableLanguages,class,33,98,75,1053,10.74,1,2,[],[],[],720,[]
parser/test3/features.py:Sequence,Sequence,class,12,19,18,159,8.37,0,0,[],[],[],796,[]
parser/test3/features.py:Features,Features,class,43,239,127,2194,9.18,3,9,[],[],[],953,[]
parser/test3/features.py:Value:__post_init__,Value:__post_init__,method,3,20,12,161,8.05,0,2,['self'],[None],[None],260,[]
parser/test3/features.py:Value:__call__,Value:__call__,method,2,2,2,18,9.0,0,0,['self'],[None],[None],267,[]
parser/test3/features.py:Value:encode_example,Value:encode_example,method,6,15,11,187,12.47,0,1,"['self', 'value']","[None, None]","[None, None]",270,[]
parser/test3/features.py:_ArrayXD:__post_init__,_ArrayXD:__post_init__,method,2,2,2,28,14.0,0,0,['self'],[None],[None],260,[]
parser/test3/features.py:_ArrayXD:__call__,_ArrayXD:__call__,method,3,6,5,95,15.83,0,0,['self'],[None],[None],267,[]
parser/test3/features.py:_ArrayXD:encode_example,_ArrayXD:encode_example,method,4,7,6,64,9.14,0,1,"['self', 'value']","[None, None]","[None, None]",270,[]
parser/test3/features.py:_ArrayXDExtensionType:__init__,_ArrayXDExtensionType:__init__,method,7,43,38,342,7.95,0,0,"['self', 'shape', 'dtype']","[None, ' tuple', ' str']","[None, None, None]",334,[]
parser/test3/features.py:_ArrayXDExtensionType:__reduce__,_ArrayXDExtensionType:__reduce__,method,2,6,6,53,8.83,0,0,['self'],[None],[None],344,[]
parser/test3/features.py:_ArrayXDExtensionType:__arrow_ext_class__,_ArrayXDExtensionType:__arrow_ext_class__,method,2,2,2,25,12.5,0,0,['self'],[None],[None],350,[]
parser/test3/features.py:_ArrayXDExtensionType:_generate_dtype,_ArrayXDExtensionType:_generate_dtype,method,6,10,8,90,9.0,1,0,"['self', 'dtype']","[None, None]","[None, None]",353,[]
parser/test3/features.py:_ArrayXDExtensionType:to_pandas_dtype,_ArrayXDExtensionType:to_pandas_dtype,method,2,2,2,48,24.0,0,0,['self'],[None],[None],361,[]
parser/test3/features.py:ArrayExtensionArray:__array__,ArrayExtensionArray:__array__,method,4,4,4,103,25.75,0,0,['self'],[None],[None],396,[]
parser/test3/features.py:ArrayExtensionArray:__getitem__,ArrayExtensionArray:__getitem__,method,2,2,2,21,10.5,0,0,"['self', 'i']","[None, None]","[None, None]",400,[]
parser/test3/features.py:ArrayExtensionArray:to_numpy,ArrayExtensionArray:to_numpy,method,12,21,18,251,11.95,1,0,"['self', 'zero_copy_only']","[None, None]","[None, 'True']",403,[]
parser/test3/features.py:ArrayExtensionArray:to_pylist,ArrayExtensionArray:to_pylist,method,4,4,4,112,28.0,0,0,['self'],[None],[None],413,[]
parser/test3/features.py:PandasArrayExtensionDtype:__init__,PandasArrayExtensionDtype:__init__,method,2,2,2,27,13.5,0,0,"['self', 'value_type', 'np.dtype]']","[None, ' Union[""PandasArrayExtensionDtype""', None]","[None, None, None]",421,[]
parser/test3/features.py:PandasArrayExtensionDtype:__from_arrow__,PandasArrayExtensionDtype:__from_arrow__,method,8,16,15,278,17.38,0,1,"['self', 'array']","[None, None]","[None, None]",424,[]
parser/test3/features.py:PandasArrayExtensionDtype:construct_array_type,PandasArrayExtensionDtype:construct_array_type,method,2,2,2,31,15.5,0,0,['cls'],[None],[None],433,[]
parser/test3/features.py:PandasArrayExtensionDtype:type,PandasArrayExtensionDtype:type,method,2,2,2,16,8.0,0,0,['self'],[None],[None],437,[]
parser/test3/features.py:PandasArrayExtensionDtype:kind,PandasArrayExtensionDtype:kind,method,1,2,2,9,4.5,0,0,['self'],[None],[None],441,[]
parser/test3/features.py:PandasArrayExtensionDtype:name,PandasArrayExtensionDtype:name,method,1,2,2,33,16.5,0,0,['self'],[None],[None],445,[]
parser/test3/features.py:PandasArrayExtensionDtype:value_type,PandasArrayExtensionDtype:value_type,method,2,2,2,22,11.0,0,0,['self'],[None],[None],449,[]
parser/test3/features.py:PandasArrayExtensionArray:__init__,PandasArrayExtensionArray:__init__,method,6,9,9,92,10.22,0,1,"['self', 'data', 'copy']","[None, ' np.ndarray', ' bool ']","[None, None, ' False']",454,[]
parser/test3/features.py:PandasArrayExtensionArray:__array__,PandasArrayExtensionArray:__array__,method,11,23,19,189,8.22,1,2,"['self', 'dtype']","[None, None]","[None, 'None']",458,"['        """"""\n', '        Convert to NumPy Array.\n', '        Note that Pandas expects a 1D array when dtype is set to object.\n', '        But for other dtypes, the returned shape is the same as the one of ``data``.\n', '\n', '        More info about pandas 1D requirement for PandasExtensionArray here:\n', '        https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.api.extensions.ExtensionArray.html#pandas.api.extensions.ExtensionArray\n', '\n', '        """"""\n']"
parser/test3/features.py:PandasArrayExtensionArray:copy,PandasArrayExtensionArray:copy,method,2,3,3,53,17.67,0,0,"['self', 'deep']","[None, ' bool ']","[None, ' False']",478,[]
parser/test3/features.py:PandasArrayExtensionArray:_from_sequence,PandasArrayExtensionArray:_from_sequence,method,4,13,13,103,7.92,0,0,"['cls', 'scalars', 'dtype', 'copy']","[None, None, ' Optional[PandasArrayExtensionDtype] ', ' bool ']","[None, None, ' None', ' False']",482,[]
parser/test3/features.py:PandasArrayExtensionArray:_concat_same_type,PandasArrayExtensionArray:_concat_same_type,method,4,9,9,69,7.67,0,0,"['cls', 'to_concat']","[None, ' Sequence_[""PandasArrayExtensionArray""]']","[None, None]",489,[]
parser/test3/features.py:PandasArrayExtensionArray:dtype,PandasArrayExtensionArray:dtype,method,2,2,2,17,8.5,0,0,['self'],[None],[None],494,[]
parser/test3/features.py:PandasArrayExtensionArray:nbytes,PandasArrayExtensionArray:nbytes,method,2,2,2,23,11.5,0,0,['self'],[None],[None],498,[]
parser/test3/features.py:PandasArrayExtensionArray:isna,PandasArrayExtensionArray:isna,method,2,6,6,54,9.0,0,0,['self'],[None],[None],501,[]
parser/test3/features.py:PandasArrayExtensionArray:__setitem__,PandasArrayExtensionArray:__setitem__,method,1,2,2,26,13.0,0,0,"['self', 'key', 'slice', 'np.ndarray]', 'value']","[None, ' Union[int', None, None, ' Any']","[None, None, None, None, None]",504,[]
parser/test3/features.py:PandasArrayExtensionArray:__getitem__,PandasArrayExtensionArray:__getitem__,method,4,8,7,107,13.38,0,1,"['self', 'item', 'slice', 'np.ndarray]']","[None, ' Union[int', None, None]","[None, None, None, None]",507,[]
parser/test3/features.py:PandasArrayExtensionArray:take,PandasArrayExtensionArray:take,method,19,76,63,682,8.97,0,3,"['self', 'indices', 'allow_fill', 'fill_value']","[None, ' Sequence_[int]', ' bool ', ' bool ']","[None, None, ' False', ' None']",512,[]
parser/test3/features.py:PandasArrayExtensionArray:__len__,PandasArrayExtensionArray:__len__,method,1,2,2,21,10.5,0,0,['self'],[None],[None],535,[]
parser/test3/features.py:PandasArrayExtensionArray:__eq__,PandasArrayExtensionArray:__eq__,method,3,14,14,161,11.5,0,1,"['self', 'other']","[None, None]","[None, None]",538,[]
parser/test3/features.py:ClassLabel:__post_init__,ClassLabel:__post_init__,method,12,110,64,839,7.63,1,5,['self'],[None],[None],260,"['    """"""\n', '    When converting a pyarrow array to a numpy array, we must know whether this could be done in zero-copy or not.\n', '    This function returns the value of the ``zero_copy_only`` parameter to pass to ``.to_numpy()``, given the type of the pyarrow array.\n', '\n', '    # zero copy is available for all primitive types except booleans\n', '    # primitive types are types for which the physical representation in arrow and in numpy\n', '    # https://github.com/wesm/arrow/blob/c07b9b48cf3e0bbbab493992a492ae47e5b04cad/python/pyarrow/types.pxi#L821\n', '    # see https://arrow.apache.org/docs/python/generated/pyarrow.Array.html#pyarrow.Array.to_numpy\n', '    # and https://issues.apache.org/jira/browse/ARROW-2871?jql=text%20~%20%22boolean%20to_numpy%22\n', '    """"""\n']"
parser/test3/features.py:ClassLabel:__call__,ClassLabel:__call__,method,2,2,2,18,9.0,0,0,['self'],[None],[None],267,[]
